Frame,Smoothness
0,37.829001999971766
1,0.2173339543929913
2,30.319676798191004
3,48.5632564177525
4,6.779314932773687
5,54.594775664951634
6,38.42171606129026
7,1.378665770572617
8,22.415132031506708
9,33.996514703515885
10,40.46776260395039
11,4.710803226108212
12,37.02615584681179
13,0.10471505379349821
14,0.7279296972061218
15,45.69275240999569
16,10.014888742161084
17,47.23250673470141
18,6.158066612740747
19,17.755188959170894
20,21.498358808383053
21,9.285174327631594
22,19.881486265663597
23,5.749240592228453
24,47.54567596050247
25,41.467119607602854
26,3.6836920225154657
27,6.807317420522416
28,21.047407618911187
29,55.22624264293304
30,8.240435592161816
31,41.52112956431836
32,42.12085106069501
33,17.626501788208223
34,44.30228218638333
35,6.7819992476819735
36,20.811620814564577
37,4.269977057629845
38,67.97475130520341
39,26.644478341476372
40,15.87562663555267
41,20.084185761884598
42,21.978190286080924
43,10.686903953952289
44,14.381327528454257
45,9.009149695947386
46,30.557017271931336
47,19.762871055169477
48,4.824735808593999
49,12.466570059594787
50,9.69197543263595
51,60.25910147419874
52,19.8455497820949
53,22.921260038906304
54,18.63866371260349
55,18.921975880443114
56,9.57650405325873
57,7.465343528423283
58,10.318250773086042
59,33.04149486828282
60,7.7545218222448895
61,25.607533664099464
62,14.806010513604448
63,32.69210951782152
64,26.032601515462247
65,20.80018374178058
66,51.89212013271743
67,5.00202204699729
68,52.47083847787327
69,19.366596930812484
70,27.631776508943204
71,0.2481855561354962
72,9.399708218157734
73,0.8643963754095338
74,13.731434050326953
75,23.21662299633536
76,0.623850650684048
77,15.290443503254707
78,8.638825073694932
79,44.25209518976678
80,21.753104391480164
81,42.41098970122183
82,2.4434095161159703
83,26.388300211664117
84,18.119496611511238
85,12.618973307775946
86,22.423338611814515
87,13.284821550146624
88,0.4546278275608344
89,12.552394494005718
90,8.337586503028362
91,23.04512386671278
92,5.161331583375578
93,5.352509903634555
94,19.331737627198628
95,35.53427326638118
96,23.395875246920014
97,7.877756840380627
98,34.84896468519524
99,2.056438905574268
100,21.892785122857674
101,7.056858526479601
102,27.278089948707837
103,18.200089592135193
104,34.84096923263883
105,13.590995356323901
106,17.806922024256878
107,15.252299956687537
108,15.240445038773963
109,10.974218707656682
110,56.41506445102412
111,15.06366673632894
112,50.58412933251436
113,1.343980455928552
114,35.90826011247153
115,9.200482284826613
116,5.9183133038269915
117,30.566184361321874
118,14.986417393107743
119,8.356092607597368
120,6.546156411355504
121,18.53693934410564
122,2.7759166336731553
123,12.180182729718958
124,26.296987697298086
125,37.24013194125312
126,11.973330825609757
127,21.61379404067217
128,1.158553723304344
129,1.6068623634843178
130,11.433758902256876
131,21.19038920237176
132,33.536493841711646
133,13.95430708833696
134,46.23678279591648
135,14.48401822350418
136,61.786789412763454
137,5.690372544506104
138,38.46618872347286
139,19.966806876839904
140,13.54933494215016
141,38.24686532370766
142,24.24502497961693
143,14.266304679177274
144,11.24577570429932
145,28.896684715644028
146,21.621193788258765
147,32.67370035752342
148,55.83739639169386
